id;edad;genero;ocupacion;ingreso_mensual;frecuencia_entrenamiento;tiempo_sesion_min;tipo_entrenamiento;objetivo_principal;motivacion;barreras;usa_app_fitness;nivel_tecnologia;disposicion_pago;lugar_preferido
3944;43;F;independiente;1478088;3;56;pilates;salud;mental;desmotivacion;True;medio;alta;casa
3945;33;F;profesional;1080235;3;30;HIIT;desconocido;salud;tiempo;True;medio;media;gimnasio
3946;28;F;estudiante;331197;2;50;yoga;bienestar;mental;dinero;True;medio;alta;gimnasio
3947;52;M;independiente;1132480;4;85;pesas;bienestar;rendimiento;dinero;True;medio;baja;gimnasio
3948;56;M;profesional;1180188;2;60;yoga;salud;mental;tiempo;True;medio;media;casa
3949;23;F;estudiante;386836;1;48;cardio;bienestar;mental;dinero;True;alto;baja;casa
3950;44;F;independiente;1296961;4;79;pesas;ganar_musculo;estetica;tiempo;False;bajo;alta;casa
3951;46;F;profesional;2409930;3;31;cardio;salud;salud;tiempo;True;medio;media;aire_libre
3952;41;F;profesional;2343690;4;59;yoga;bienestar;salud;tiempo;True;alto;media;casa
3953;42;M;profesional;1871563;4;47;pilates;bajar_peso;salud;tiempo;False;alto;baja;aire_libre
3954;29;F;profesional;1702800;1;68;pesas;estetica;social;desmotivacion;True;medio;media;gimnasio
3955;43;M;independiente;874969;2;59;pilates;salud;salud;lesiones;True;alto;media;aire_libre
3956;22;M;profesional;2248584;4;70;pesas;ganar_musculo;salud;desmotivacion;True;alto;media;aire_libre
3957;60;F;jubilado;686787;2;48;funcional;rehabilitacion;medica;lesiones;True;medio;baja;casa
3958;61;F;profesional;2090964;3;33;HIIT;salud;salud;conocimiento;True;medio;alta;casa
3959;60;M;jubilado;550719;2;57;funcional;salud;medica;lesiones;False;bajo;baja;casa
3960;25;F;independiente;836736;3;54;pilates;bajar_peso;salud;dinero;False;bajo;media;aire_libre
3961;31;M;independiente;950285;5;51;yoga;bajar_peso;rendimiento;conocimiento;True;medio;alta;casa
3962;40;F;profesional;2292147;4;56;funcional;salud;salud;lesiones;True;medio;baja;casa
3963;19;F;independiente;1556627;3;41;cardio;bajar_peso;salud;tiempo;True;medio;media;gimnasio
3964;38;M;profesional;2092800;2;53;funcional;salud;salud;tiempo;True;medio;media;gimnasio
3965;54;F;profesional;1919494;3;53;pilates;bienestar;salud;tiempo;True;alto;baja;casa
3966;30;M;independiente;1342188;3;36;cardio;salud;medica;tiempo;True;alto;alta;gimnasio
3967;63;F;jubilado;750517;2;50;funcional;salud;salud;lesiones;False;bajo;alta;casa
3968;31;M;profesional;1344726;3;78;pesas;bajar_peso;salud;tiempo;True;medio;baja;gimnasio
3969;61;M;profesional;2447567;2;54;yoga;rehabilitacion;medica;lesiones;True;alto;media;casa
3970;58;F;profesional;1253638;2;76;pesas;bienestar;mental;tiempo;True;medio;media;casa
3971;58;M;profesional;1854858;3;47;pilates;salud;medica;tiempo;False;medio;media;aire_libre
3972;18;F;estudiante;580270;4;71;pesas;ganar_musculo;estetica;tiempo;True;alto;media;gimnasio
3973;34;F;profesional;1697987;3;59;funcional;rehabilitacion;medica;desmotivacion;True;alto;media;aire_libre
3974;29;F;profesional;1808446;2;60;yoga;bienestar;mental;tiempo;True;medio;alta;casa
3975;19;M;estudiante;351954;4;21;HIIT;bienestar;otro;dinero;True;alto;baja;gimnasio
3976;36;M;profesional;1058579;2;39;cardio;bienestar;salud;tiempo;True;alto;media;casa
3977;31;M;profesional;2035137;3;41;cardio;bajar_peso;estetica;conocimiento;True;alto;alta;casa
3978;60;F;jubilado;788224;3;46;yoga;rehabilitacion;salud;tiempo;True;medio;media;casa
3979;64;F;profesional;1191320;3;56;funcional;bienestar;mental;tiempo;True;medio;baja;casa
3980;20;M;independiente;1542244;4;88;pesas;ganar_musculo;estetica;tiempo;True;alto;media;casa
3981;42;M;profesional;1993386;3;49;funcional;salud;medica;tiempo;False;bajo;alta;casa
3982;26;F;profesional;1346023;4;46;yoga;bajar_peso;mental;tiempo;True;medio;alta;gimnasio
3983;18;F;estudiante;344370;4;52;funcional;bienestar;salud;dinero;True;medio;alta;gimnasio
3984;23;F;profesional;1208786;4;56;funcional;bajar_peso;salud;tiempo;True;medio;baja;aire_libre
3985;47;F;profesional;1669451;2;52;yoga;bienestar;mental;tiempo;True;medio;alta;aire_libre
3986;32;F;profesional;1004776;4;54;pilates;bajar_peso;salud;dinero;False;bajo;alta;gimnasio
3987;45;M;independiente;2105656;3;45;funcional;bienestar;salud;tiempo;True;alto;alta;aire_libre
3988;34;F;profesional;1569481;3;27;HIIT;estetica;estetica;lesiones;True;alto;baja;gimnasio
3989;62;F;jubilado;432262;2;52;funcional;ganar_musculo;mental;lesiones;False;bajo;baja;casa
3990;30;F;independiente;2118833;4;27;HIIT;bajar_peso;salud;tiempo;False;alto;alta;gimnasio
3991;18;F;estudiante;456280;2;56;yoga;estetica;salud;dinero;True;medio;media;casa
3992;35;M;profesional;2012326;4;74;pesas;bajar_peso;rendimiento;tiempo;True;bajo;media;gimnasio
3993;39;F;independiente;1157919;3;49;funcional;salud;otro;lesiones;True;medio;media;gimnasio
3994;36;M;jubilado;513717;3;74;pesas;rehabilitacion;social;lesiones;False;bajo;baja;gimnasio
3995;43;F;profesional;1937290;4;54;yoga;rehabilitacion;salud;tiempo;False;medio;baja;casa
3996;61;F;jubilado;512094;2;53;funcional;bienestar;estetica;conocimiento;True;medio;media;casa
3997;58;F;jubilado;670880;2;60;yoga;bienestar;mental;conocimiento;True;bajo;media;gimnasio
3998;36;M;profesional;1561247;1;52;funcional;bienestar;social;tiempo;True;medio;alta;gimnasio
3999;64;F;jubilado;874583;3;46;funcional;salud;medica;conocimiento;True;bajo;baja;casa
4000;23;M;profesional;2418612;4;73;pesas;ganar_musculo;salud;tiempo;False;bajo;media;gimnasio
4001;20;M;estudiante;345519;5;26;HIIT;bajar_peso;rendimiento;conocimiento;True;alto;baja;gimnasio
4002;33;M;independiente;1257658;3;20;HIIT;bienestar;mental;desmotivacion;True;alto;alta;casa
4003;20;F;estudiante;409246;4;45;funcional;bajar_peso;estetica;dinero;False;alto;media;gimnasio
4004;24;F;estudiante;542319;3;35;HIIT;rehabilitacion;medica;tiempo;True;alto;media;gimnasio
4005;19;M;estudiante;450490;2;;;estetica;estetica;desmotivacion;True;alto;baja;aire_libre
4006;29;M;profesional;2181373;4;69;pesas;ganar_musculo;estetica;desmotivacion;True;medio;media;gimnasio
4007;44;M;profesional;1386357;5;71;pesas;bajar_peso;estetica;desmotivacion;True;alto;media;gimnasio
4008;21;F;profesional;1410431;4;35;cardio;bienestar;social;tiempo;True;medio;media;casa
4009;52;F;independiente;2216379;3;57;pilates;estetica;estetica;tiempo;True;medio;alta;gimnasio
4010;30;M;profesional;1174216;4;47;funcional;ganar_musculo;salud;lesiones;False;alto;baja;casa
4011;33;M;profesional;1892639;4;64;pesas;bajar_peso;estetica;tiempo;True;medio;alta;gimnasio
4012;23;M;profesional;1362087;4;77;pesas;estetica;estetica;tiempo;True;alto;alta;gimnasio
4013;46;M;independiente;1135285;3;52;funcional;rehabilitacion;medica;tiempo;True;alto;media;gimnasio
4014;30;M;jubilado;797689;3;62;pesas;desconocido;social;desmotivacion;True;medio;baja;gimnasio
4015;33;F;profesional;2112931;4;71;pesas;ganar_musculo;estetica;lesiones;True;alto;media;casa
4016;21;F;estudiante;431361;4;25;HIIT;bienestar;salud;dinero;True;alto;alta;casa
4017;44;M;independiente;1360426;4;88;pesas;bajar_peso;salud;tiempo;False;alto;media;aire_libre
4018;20;F;estudiante;572116;5;45;yoga;ganar_musculo;rendimiento;tiempo;True;alto;baja;gimnasio
4019;51;M;independiente;2133819;3;32;cardio;rehabilitacion;salud;tiempo;True;alto;alta;gimnasio
4020;55;M;independiente;1797636;2;60;pilates;salud;salud;lesiones;True;medio;baja;casa
4021;25;M;profesional;1902119;4;90;pesas;bajar_peso;mental;tiempo;True;alto;baja;gimnasio
4022;33;F;independiente;826574;3;57;yoga;desconocido;mental;desmotivacion;False;alto;baja;aire_libre
4023;26;M;profesional;1168776;3;46;pilates;bienestar;salud;tiempo;True;alto;alta;casa
4024;54;M;independiente;1814575;3;51;funcional;bienestar;mental;tiempo;True;medio;alta;casa
4025;31;M;independiente;2107225;3;56;yoga;bienestar;estetica;dinero;True;medio;alta;gimnasio
4026;29;F;profesional;1353072;2;51;funcional;rehabilitacion;salud;tiempo;False;medio;media;aire_libre
4027;62;F;independiente;1276613;2;35;cardio;bienestar;social;tiempo;True;alto;media;gimnasio
4028;40;F;profesional;1311549;4;49;yoga;bajar_peso;salud;tiempo;True;medio;alta;casa
4029;30;M;independiente;2057905;4;53;yoga;bajar_peso;salud;tiempo;False;alto;media;casa
4030;45;M;independiente;1961511;4;31;cardio;bajar_peso;salud;tiempo;True;alto;media;gimnasio
4031;27;M;estudiante;625113;2;49;cardio;salud;social;lesiones;False;medio;baja;casa
4032;24;M;estudiante;387346;2;45;cardio;bajar_peso;otro;tiempo;True;medio;media;casa
4033;62;F;jubilado;749995;2;49;pilates;bienestar;mental;lesiones;True;medio;media;aire_libre
4034;18;M;independiente;1689333;3;83;pesas;ganar_musculo;otro;tiempo;True;medio;media;aire_libre
4035;53;F;independiente;1955906;3;51;yoga;salud;medica;lesiones;False;bajo;baja;casa
4036;49;F;independiente;2037201;3;48;pilates;salud;salud;desmotivacion;True;alto;alta;casa
4037;39;F;profesional;2253969;2;30;cardio;salud;otro;tiempo;True;medio;alta;aire_libre
4038;32;F;profesional;2141329;3;68;pesas;rehabilitacion;salud;conocimiento;True;medio;alta;casa
4039;25;M;estudiante;633872;5;65;pesas;ganar_musculo;estetica;dinero;True;alto;alta;gimnasio
4040;61;M;profesional;1341811;2;51;funcional;salud;medica;tiempo;True;alto;alta;casa
4041;54;F;profesional;1519875;3;42;cardio;desconocido;salud;tiempo;True;medio;baja;casa
4042;46;M;profesional;1739182;4;77;pesas;estetica;estetica;tiempo;True;medio;alta;gimnasio
4043;59;F;profesional;1442025;3;60;funcional;bienestar;salud;tiempo;False;alto;media;casa
4044;56;F;jubilado;452041;3;54;funcional;rehabilitacion;medica;lesiones;True;medio;baja;casa
4045;18;F;profesional;2182205;3;54;funcional;salud;medica;tiempo;True;alto;media;gimnasio
4046;19;F;estudiante;350995;4;41;cardio;bajar_peso;rendimiento;conocimiento;False;alto;media;casa
4047;29;M;independiente;2197507;3;86;pesas;ganar_musculo;rendimiento;tiempo;True;medio;media;gimnasio
4048;19;F;independiente;1736175;3;31;HIIT;estetica;rendimiento;tiempo;True;medio;media;gimnasio
4049;31;F;profesional;1535977;4;53;yoga;salud;medica;lesiones;False;bajo;media;gimnasio
4050;27;F;profesional;2471465;2;34;cardio;estetica;estetica;lesiones;True;alto;alta;casa
4051;20;M;estudiante;625529;3;22;HIIT;bienestar;salud;tiempo;True;alto;media;gimnasio
4052;22;M;estudiante;418960;4;66;pesas;bajar_peso;salud;dinero;True;alto;alta;casa
4053;42;F;jubilado;709530;4;58;pilates;desconocido;salud;dinero;True;medio;alta;casa
4054;54;M;profesional;1444352;1;48;funcional;bienestar;mental;lesiones;True;medio;media;aire_libre
4055;50;F;profesional;2425713;2;48;yoga;salud;social;tiempo;False;medio;alta;gimnasio
4056;58;F;profesional;2144799;4;41;cardio;bajar_peso;estetica;desmotivacion;True;alto;alta;casa
4057;20;F;profesional;2486345;3;47;cardio;bajar_peso;estetica;tiempo;True;medio;alta;aire_libre
4058;59;M;profesional;2045741;3;53;funcional;salud;medica;tiempo;False;bajo;baja;casa
4059;34;M;independiente;1169038;3;50;funcional;salud;estetica;desmotivacion;True;alto;alta;aire_libre
4060;41;M;profesional;2381439;3;53;funcional;bajar_peso;salud;tiempo;True;alto;alta;casa
4061;20;F;estudiante;368744;3;51;yoga;bienestar;mental;conocimiento;True;alto;alta;casa
4062;33;F;profesional;2437048;4;59;yoga;desconocido;estetica;desmotivacion;True;alto;alta;casa
4063;42;M;profesional;2228720;2;57;yoga;salud;salud;tiempo;False;alto;alta;aire_libre
4064;60;M;jubilado;401116;2;48;cardio;bajar_peso;mental;lesiones;True;bajo;baja;aire_libre
4065;41;M;profesional;1988229;3;57;funcional;rehabilitacion;salud;tiempo;True;alto;alta;gimnasio
4066;29;F;estudiante;341654;3;37;cardio;salud;mental;tiempo;True;alto;alta;aire_libre
4067;27;F;profesional;1312673;1;57;funcional;bienestar;social;tiempo;False;bajo;alta;casa
4068;42;F;profesional;1091055;2;49;funcional;salud;salud;lesiones;True;alto;media;casa
4069;58;M;independiente;1551314;4;49;cardio;bienestar;estetica;desmotivacion;True;medio;media;gimnasio
4070;21;F;estudiante;420645;3;53;funcional;estetica;rendimiento;tiempo;True;medio;media;casa
4071;25;M;profesional;2361123;4;54;funcional;ganar_musculo;estetica;tiempo;False;medio;alta;casa
4072;44;M;profesional;1676728;3;50;cardio;salud;salud;conocimiento;False;medio;baja;casa
4073;28;F;profesional;1934118;4;48;pilates;bajar_peso;salud;tiempo;True;medio;alta;gimnasio
4074;53;F;profesional;2677537;3;53;funcional;rehabilitacion;salud;tiempo;True;medio;baja;gimnasio
4075;21;M;estudiante;565828;4;49;cardio;ganar_musculo;social;conocimiento;True;medio;alta;aire_libre
4076;24;M;profesional;1641313;4;67;pesas;ganar_musculo;estetica;tiempo;True;medio;alta;aire_libre
4077;42;F;profesional;2611491;3;25;HIIT;ganar_musculo;estetica;tiempo;False;alto;baja;aire_libre
4078;19;M;independiente;1778737;2;30;HIIT;estetica;rendimiento;lesiones;True;alto;media;gimnasio
4079;65;M;jubilado;768128;3;41;cardio;salud;salud;lesiones;True;medio;baja;gimnasio
4080;44;F;profesional;1742236;4;31;HIIT;estetica;rendimiento;tiempo;True;medio;media;gimnasio
4081;33;M;independiente;1297446;2;48;cardio;bienestar;salud;lesiones;True;alto;media;aire_libre
4082;44;F;profesional;2485595;2;46;funcional;salud;salud;desmotivacion;False;alto;alta;gimnasio
4083;24;M;independiente;1446717;3;87;pesas;ganar_musculo;mental;dinero;False;bajo;alta;gimnasio
4084;31;M;independiente;1266123;3;58;funcional;salud;salud;tiempo;True;medio;baja;gimnasio
4085;35;F;independiente;1736897;2;47;pilates;bienestar;social;tiempo;False;bajo;media;casa
4086;30;F;profesional;2339466;1;54;pilates;bienestar;social;tiempo;True;medio;media;casa
4087;63;F;jubilado;414707;3;38;cardio;rehabilitacion;medica;desmotivacion;False;bajo;baja;gimnasio
4088;64;F;jubilado;897335;2;70;pesas;bajar_peso;mental;lesiones;True;bajo;media;casa
4089;26;F;independiente;2012709;3;50;yoga;bajar_peso;salud;tiempo;True;alto;alta;gimnasio
4090;19;M;profesional;2367466;4;86;pesas;ganar_musculo;estetica;desmotivacion;True;medio;alta;gimnasio
4091;24;M;estudiante;471660;5;62;pesas;bienestar;mental;desmotivacion;True;medio;baja;gimnasio
4092;41;F;profesional;2497328;2;43;cardio;bienestar;mental;tiempo;False;medio;media;aire_libre
4093;19;F;estudiante;311532;3;26;HIIT;estetica;estetica;tiempo;True;medio;alta;gimnasio
4094;27;M;profesional;1735916;4;29;HIIT;ganar_musculo;estetica;tiempo;False;bajo;baja;gimnasio
4095;21;M;estudiante;501679;5;33;HIIT;ganar_musculo;estetica;tiempo;True;alto;media;aire_libre
4096;31;M;jubilado;540706;4;22;HIIT;bajar_peso;salud;conocimiento;True;medio;media;gimnasio
4097;41;F;profesional;2441976;1;51;yoga;estetica;social;conocimiento;True;alto;media;gimnasio
4098;40;F;independiente;1312435;1;60;pilates;salud;mental;tiempo;True;alto;baja;casa
4099;31;M;independiente;766307;2;44;cardio;salud;mental;lesiones;True;medio;baja;casa
4100;22;F;independiente;1846787;3;54;yoga;estetica;estetica;tiempo;True;medio;alta;casa
4101;39;M;profesional;1745670;3;47;yoga;desconocido;salud;tiempo;True;medio;media;casa
4102;18;F;estudiante;369130;1;33;HIIT;bienestar;mental;dinero;False;alto;baja;gimnasio
4103;18;F;independiente;1836994;4;59;yoga;salud;medica;desmotivacion;True;medio;alta;casa
4104;20;F;independiente;1915210;5;62;pesas;bajar_peso;estetica;tiempo;False;bajo;media;gimnasio
4105;37;F;independiente;2301696;2;32;cardio;desconocido;salud;lesiones;False;bajo;media;casa
4106;50;M;profesional;2148692;4;71;pesas;estetica;estetica;tiempo;True;bajo;media;casa
4107;35;M;profesional;2000344;5;47;cardio;salud;salud;conocimiento;True;medio;alta;aire_libre
4108;57;F;independiente;798504;4;40;cardio;bajar_peso;mental;desmotivacion;False;medio;baja;aire_libre
4109;45;F;profesional;2697019;5;53;pilates;bajar_peso;estetica;tiempo;True;alto;alta;gimnasio
4110;62;M;jubilado;732521;3;64;pesas;bajar_peso;salud;lesiones;False;bajo;baja;casa
4111;51;F;profesional;1990624;3;53;funcional;salud;medica;tiempo;True;medio;alta;casa
4112;49;F;independiente;2224442;4;52;pilates;bienestar;salud;tiempo;True;medio;alta;casa
4113;24;M;estudiante;316547;3;31;HIIT;ganar_musculo;otro;dinero;True;medio;baja;aire_libre
4114;49;F;profesional;1157195;3;26;HIIT;bajar_peso;salud;dinero;True;medio;media;gimnasio
4115;51;M;profesional;1319653;3;38;cardio;salud;medica;lesiones;True;medio;alta;aire_libre
4116;45;F;independiente;1680418;2;89;pesas;ganar_musculo;mental;desmotivacion;False;alto;alta;gimnasio
4117;44;F;profesional;2152767;4;30;cardio;bienestar;mental;tiempo;True;medio;media;gimnasio
4118;52;F;profesional;2480841;4;43;cardio;rehabilitacion;medica;tiempo;False;alto;alta;aire_libre
4119;25;F;profesional;2164853;4;50;yoga;bajar_peso;estetica;tiempo;True;alto;alta;aire_libre
4120;22;M;estudiante;512745;5;82;pesas;ganar_musculo;rendimiento;tiempo;True;alto;media;casa
4121;56;M;profesional;2367891;3;58;funcional;rehabilitacion;medica;tiempo;False;medio;media;casa
4122;18;M;estudiante;426759;2;52;yoga;rehabilitacion;medica;;;medio;baja;casa
4123;63;F;jubilado;881392;2;47;funcional;rehabilitacion;mental;lesiones;True;medio;baja;aire_libre
4124;61;F;jubilado;775210;2;56;funcional;rehabilitacion;salud;lesiones;True;medio;alta;casa
4125;21;M;profesional;1476478;4;84;pesas;estetica;estetica;tiempo;True;medio;baja;gimnasio
4126;26;M;independiente;1964575;5;52;funcional;ganar_musculo;estetica;tiempo;True;medio;alta;casa
4127;25;F;profesional;1492636;3;59;funcional;ganar_musculo;rendimiento;lesiones;True;medio;media;gimnasio
4128;31;M;independiente;2021985;3;40;cardio;salud;medica;tiempo;False;bajo;alta;casa
4129;21;F;estudiante;341740;3;56;yoga;bajar_peso;rendimiento;lesiones;True;alto;baja;gimnasio
4130;50;F;independiente;2399686;3;32;HIIT;rehabilitacion;social;tiempo;True;alto;alta;aire_libre
4131;63;M;independiente;1193238;2;37;cardio;bienestar;mental;conocimiento;True;alto;alta;gimnasio
4132;38;F;independiente;2268731;3;36;cardio;bienestar;mental;tiempo;False;bajo;media;aire_libre
4133;37;F;profesional;1278660;4;51;yoga;bajar_peso;mental;tiempo;True;medio;alta;gimnasio
4134;36;F;independiente;2066598;5;87;pesas;bajar_peso;estetica;lesiones;True;alto;baja;gimnasio
4135;22;F;independiente;1762132;4;46;cardio;bajar_peso;salud;lesiones;True;medio;baja;aire_libre
4136;30;F;profesional;1759885;4;59;funcional;ganar_musculo;social;desmotivacion;False;bajo;media;casa
4137;20;F;estudiante;383103;1;38;cardio;salud;otro;tiempo;True;medio;baja;gimnasio
4138;47;M;profesional;1435036;4;88;pesas;estetica;estetica;dinero;True;medio;media;gimnasio
4139;36;F;profesional;2319616;3;49;cardio;salud;salud;desmotivacion;True;medio;media;gimnasio
4140;33;M;profesional;1113380;4;34;HIIT;bajar_peso;salud;tiempo;True;medio;baja;gimnasio
4141;27;M;estudiante;436617;3;32;HIIT;bajar_peso;social;dinero;True;alto;alta;aire_libre
4142;49;M;profesional;2298245;3;46;yoga;salud;mental;desmotivacion;False;medio;media;casa
4143;24;F;estudiante;645350;4;55;pilates;salud;salud;dinero;True;alto;alta;casa
4144;64;M;profesional;1048001;2;54;funcional;salud;mental;tiempo;True;medio;media;gimnasio
4145;36;M;profesional;1761528;3;20;HIIT;bienestar;mental;tiempo;True;alto;baja;gimnasio
4146;42;M;jubilado;739918;2;58;yoga;bienestar;social;lesiones;True;bajo;baja;casa
4147;29;M;profesional;2430388;4;66;pesas;ganar_musculo;rendimiento;desmotivacion;True;medio;baja;gimnasio
4148;28;M;independiente;1685507;3;31;HIIT;bajar_peso;social;desmotivacion;False;medio;media;gimnasio
4149;51;M;independiente;882082;3;47;pilates;bajar_peso;salud;tiempo;True;alto;baja;casa
4150;50;F;profesional;2364198;3;58;pilates;salud;medica;desmotivacion;True;alto;alta;casa
4151;31;F;profesional;1166890;4;47;pilates;bienestar;salud;conocimiento;True;medio;media;casa
4152;18;M;independiente;916526;4;73;pesas;bajar_peso;mental;dinero;True;medio;media;gimnasio
4153;49;F;profesional;1340893;3;52;yoga;rehabilitacion;mental;tiempo;True;medio;alta;casa
4154;29;M;independiente;1637747;3;86;pesas;estetica;mental;tiempo;True;alto;alta;aire_libre
4155;19;F;estudiante;354071;4;37;cardio;bienestar;estetica;dinero;;medio;media;gimnasio
4156;25;F;estudiante;476277;3;46;funcional;salud;medica;dinero;True;medio;alta;gimnasio
4157;42;F;profesional;1622597;3;60;funcional;salud;medica;dinero;True;medio;media;aire_libre
4158;31;M;profesional;2198144;4;83;pesas;bajar_peso;estetica;tiempo;True;alto;baja;gimnasio
4159;38;F;independiente;2285413;3;50;yoga;bienestar;social;dinero;False;bajo;media;gimnasio
4160;64;F;jubilado;766766;2;51;pilates;salud;medica;tiempo;True;medio;media;casa
4161;41;F;profesional;1679572;2;30;HIIT;bienestar;salud;dinero;False;medio;media;gimnasio
4162;33;M;independiente;1303863;3;75;pesas;estetica;salud;tiempo;True;medio;alta;gimnasio
4163;22;M;estudiante;415804;5;76;pesas;ganar_musculo;estetica;tiempo;False;medio;alta;gimnasio
4164;23;F;independiente;2084125;2;58;funcional;bienestar;mental;desmotivacion;True;alto;alta;casa
4165;50;F;profesional;1351691;3;46;funcional;rehabilitacion;estetica;conocimiento;True;alto;alta;gimnasio
4166;57;F;independiente;1184270;2;30;cardio;bienestar;estetica;conocimiento;False;alto;media;casa
4167;23;F;independiente;1011258;3;35;cardio;rehabilitacion;medica;tiempo;True;medio;baja;casa
4168;23;M;profesional;2380078;3;48;funcional;ganar_musculo;rendimiento;tiempo;False;alto;media;casa
4169;42;F;profesional;1464850;3;48;funcional;ganar_musculo;social;tiempo;True;alto;alta;gimnasio
4170;28;M;independiente;1910297;2;85;pesas;ganar_musculo;mental;tiempo;True;medio;media;casa
4171;37;M;profesional;2167035;3;47;funcional;salud;medica;tiempo;True;medio;alta;casa
4172;46;M;independiente;1553092;3;50;funcional;salud;salud;dinero;True;alto;baja;aire_libre
4173;36;M;independiente;1278483;5;59;yoga;bajar_peso;salud;desmotivacion;True;medio;media;gimnasio
4174;62;F;jubilado;455629;3;83;pesas;bajar_peso;salud;lesiones;False;bajo;media;aire_libre
4175;25;F;estudiante;300645;4;38;cardio;estetica;rendimiento;dinero;False;medio;media;gimnasio
4176;23;F;estudiante;586826;3;51;funcional;bienestar;mental;tiempo;True;alto;alta;casa
4177;57;F;jubilado;565363;4;47;yoga;bienestar;mental;desmotivacion;True;medio;alta;casa
4178;54;F;profesional;1143671;3;50;funcional;desconocido;salud;tiempo;True;alto;media;gimnasio
4179;25;F;estudiante;507638;5;90;pesas;bienestar;estetica;desmotivacion;False;alto;alta;gimnasio
4180;37;M;profesional;2594959;3;46;cardio;salud;medica;dinero;True;alto;alta;casa
4181;20;M;estudiante;368157;4;86;pesas;ganar_musculo;salud;dinero;True;alto;baja;gimnasio
4182;32;M;profesional;1993555;4;64;pesas;ganar_musculo;salud;desmotivacion;True;bajo;alta;aire_libre
4183;36;F;profesional;1645903;3;59;funcional;salud;medica;desmotivacion;False;bajo;media;gimnasio
4184;25;M;estudiante;326188;4;66;pesas;ganar_musculo;estetica;tiempo;True;alto;alta;gimnasio
4185;40;F;independiente;1537847;5;28;HIIT;ganar_musculo;salud;desmotivacion;True;alto;alta;casa
4186;49;M;independiente;2384226;3;47;yoga;salud;salud;tiempo;False;medio;media;casa
4187;18;M;profesional;2196060;4;49;funcional;bajar_peso;social;tiempo;False;medio;media;casa
4188;42;M;profesional;2015151;4;55;funcional;estetica;estetica;tiempo;False;bajo;alta;aire_libre
4189;39;M;profesional;2534102;2;62;pesas;estetica;rendimiento;tiempo;True;alto;media;aire_libre
4190;34;M;profesional;1344252;2;32;cardio;bienestar;mental;tiempo;False;alto;baja;aire_libre
4191;30;F;independiente;1593357;2;46;funcional;salud;salud;tiempo;True;bajo;media;gimnasio
4192;32;M;independiente;1391046;3;66;pesas;estetica;estetica;desmotivacion;True;medio;baja;gimnasio
4193;22;F;estudiante;622737;4;43;cardio;ganar_musculo;estetica;dinero;True;alto;media;gimnasio
4194;50;M;profesional;1131453;3;48;cardio;salud;medica;tiempo;True;alto;media;casa
4195;28;M;independiente;1288671;2;55;funcional;salud;medica;tiempo;False;bajo;media;aire_libre
4196;48;M;profesional;1756146;2;46;yoga;salud;medica;tiempo;True;alto;baja;gimnasio
4197;61;F;independiente;794624;3;33;cardio;desconocido;salud;dinero;True;medio;baja;gimnasio
4198;40;M;independiente;1924398;4;60;funcional;bajar_peso;estetica;tiempo;True;medio;baja;gimnasio
4199;40;M;independiente;1408548;4;34;cardio;salud;estetica;desmotivacion;True;medio;media;aire_libre
4200;21;F;estudiante;628923;1;79;pesas;bienestar;mental;dinero;True;alto;baja;gimnasio
4201;45;M;independiente;1918493;3;53;yoga;rehabilitacion;salud;desmotivacion;True;medio;alta;casa
4202;32;M;profesional;1058752;3;53;yoga;salud;mental;tiempo;True;medio;alta;casa
4203;29;M;profesional;1183171;4;60;pesas;estetica;estetica;conocimiento;True;medio;baja;gimnasio
4204;32;F;profesional;2178455;5;56;funcional;ganar_musculo;estetica;desmotivacion;True;alto;alta;casa
4205;40;F;profesional;2524234;3;42;cardio;salud;salud;tiempo;True;alto;alta;gimnasio
4206;44;F;independiente;925380;2;42;cardio;salud;social;tiempo;True;alto;baja;gimnasio
4207;49;F;profesional;1718076;2;57;yoga;rehabilitacion;otro;tiempo;True;alto;alta;gimnasio
4208;34;M;profesional;1027004;4;38;cardio;salud;medica;dinero;True;alto;media;casa
4209;42;F;independiente;1292298;3;49;yoga;salud;medica;dinero;True;medio;media;gimnasio
4210;29;M;independiente;2139219;4;44;cardio;bajar_peso;mental;tiempo;True;alto;alta;aire_libre
4211;18;M;estudiante;369325;4;56;funcional;estetica;estetica;tiempo;True;alto;media;aire_libre
4212;28;F;estudiante;570988;3;52;yoga;salud;salud;conocimiento;True;medio;baja;aire_libre
4213;63;M;jubilado;729921;3;48;funcional;bienestar;salud;conocimiento;True;medio;alta;casa
4214;49;F;jubilado;624608;2;52;funcional;bienestar;mental;lesiones;True;medio;media;aire_libre
4215;47;F;jubilado;655540;3;59;yoga;salud;salud;lesiones;True;medio;baja;casa
4216;42;F;jubilado;594011;3;72;pesas;bienestar;social;conocimiento;True;medio;baja;gimnasio
4217;25;M;profesional;1808732;3;27;HIIT;bajar_peso;mental;tiempo;True;alto;baja;aire_libre
4218;56;F;independiente;1460606;4;47;funcional;rehabilitacion;medica;desmotivacion;False;bajo;media;casa
4219;27;F;estudiante;509231;3;46;yoga;bajar_peso;otro;tiempo;True;alto;alta;casa
4220;49;M;profesional;1436347;3;70;pesas;bienestar;mental;tiempo;True;medio;baja;casa
4221;41;M;profesional;1540603;3;59;funcional;salud;medica;tiempo;True;medio;baja;casa
4222;49;F;independiente;1882999;2;60;yoga;rehabilitacion;medica;tiempo;True;medio;baja;casa
